TIMESTAMP,POWER
20120424 5:00,0.7609090256
20120424 6:00,0.7417148916
20120424 7:00,0.6889130513
20120424 8:00,0.6665827972
20120424 9:00,0.6210506452
20120424 10:00,0.3761996334
20120424 11:00,0.2946065921
20120424 12:00,0.242397829
20120424 13:00,0.1397775062
20120424 14:00,0.0696236656
20120424 15:00,0.0572858632
20120424 16:00,0.1281675713
20120424 17:00,0.1653876568
20120424 18:00,0.3563045901
20120424 19:00,0.470669638
20120424 20:00,0.4505499443
20120424 21:00,0.4888213939
20120424 22:00,0.6745444089
20120424 23:00,0.4502354337
20120425 0:00,0.2394863592
20120425 1:00,0.3210973725
20120425 2:00,0.1869091693
20120425 3:00,0.1420779267
20120425 4:00,0.2217749182
20120425 5:00,0.2332320909
20120425 6:00,0.2309766004
20120425 7:00,0.3143848172
20120425 8:00,0.3048686244
20120425 9:00,0.285917113
20120425 10:00,0.3118597462
20120425 11:00,0.3969663204
20120425 12:00,0.3181230006
20120425 13:00,0.1662772726
20120425 14:00,0.0646094677
20120425 15:00,0.0089590597
20120425 16:00,0
20120425 17:00,0
20120425 18:00,0
20120425 19:00,0
20120425 20:00,0
20120425 21:00,0
20120425 22:00,0
20120425 23:00,0.0644477193
20120426 0:00,0.0363574278
20120426 1:00,0.0103069624
20120426 2:00,0.009084864
20120426 3:00,0.0630279285
20120426 4:00,0.2045487222
20120426 5:00,0.1896319327
20120426 6:00,0.048084181
20120426 7:00,0.0350095252
20120426 8:00,0.0112145502
20120426 9:00,0.0170105316
20120426 10:00,0.0588404443
20120426 11:00,0.0653463211
20120426 12:00,0.0383972539
20120426 13:00,0.0176036088
20120426 14:00,0.0172351821
20120426 15:00,0.0157435031
20120426 16:00,0.0302020057
20120426 17:00,0
20120426 18:00,0
20120426 19:00,0
20120426 20:00,0
20120426 21:00,0.0432676755
20120426 22:00,0.1019553575
20120426 23:00,0.0964019985
20120427 0:00,0.0775493332
20120427 1:00,0.0916483951
20120427 2:00,0.0135239567
20120427 3:00,0.0163635383
20120427 4:00,0.025816829
20120427 5:00,0.0751770245
20120427 6:00,0.0321969016
20120427 7:00,0.0078358075
20120427 8:00,0
20120427 9:00,0.0166241328
20120427 10:00,0.0026149312
20120427 11:00,0.0603141512
20120427 12:00,0.092097696
20120427 13:00,0.0847651055
20120427 14:00,0.0805596492
20120427 15:00,0.0489108946
20120427 16:00,0.0876136731
20120427 17:00,0.0949732217
20120427 18:00,0.0412458215
20120427 19:00,0.0346770425
20120427 20:00,0
20120427 21:00,0
20120427 22:00,0
20120427 23:00,0
20120428 0:00,0
20120428 1:00,0
20120428 2:00,0
20120428 3:00,0
20120428 4:00,0
20120428 5:00,0
20120428 6:00,0
20120428 7:00,0
20120428 8:00,0
20120428 9:00,0
20120428 10:00,0
20120428 11:00,0
20120428 12:00,0
20120428 13:00,0
20120428 14:00,0
20120428 15:00,0
20120428 16:00,0
20120428 17:00,0
20120428 18:00,0
20120428 19:00,0
20120428 20:00,0
20120428 21:00,0
20120428 22:00,0
20120428 23:00,0
20120429 0:00,0
20120429 1:00,0
20120429 2:00,0
20120429 3:00,0
20120429 4:00,0
20120429 5:00,0
20120429 6:00,0
20120429 7:00,0
20120429 8:00,0
20120429 9:00,0.1202958197
20120429 10:00,0.2171830632
20120429 11:00,0.3002048812
20120429 12:00,0.399805902
20120429 13:00,0.5637288379
20120429 14:00,0.8006451961
20120429 15:00,0.6700963301
20120429 16:00,0.5896534992
20120429 17:00,0.5583821574
20120429 18:00,0.4175443011
20120429 19:00,0.4058085619
20120429 20:00,0.3743934438
20120429 21:00,0.5483178175
20120429 22:00,0.4841576507
20120429 23:00,0.2821160275
20120430 0:00,0.1754519967
20120430 1:00,0.113861831
20120430 2:00,0.0998795874
20120430 3:00,0.1523848891
20120430 4:00,0.2096527803
20120430 5:00,0.0805057331
20120430 6:00,0.114868265
20120430 7:00,0.0525951619
20120430 8:00,0.047554006
20120430 9:00,0.3261205564
20120430 10:00,0.4254160526
20120430 11:00,0.531361202
20120430 12:00,0.6470382085
20120430 13:00,0.4888303799
20120430 14:00,0.4319309155
20120430 15:00,0.6752543043
20120430 16:00,0.7812533698
20120430 17:00,0.752525071
20120430 18:00,0.7767873189
20120430 19:00,0.7994859998
20120430 20:00,0.893237123
20120430 21:00,0.9503702239
20120430 22:00,0.9656644262
20120430 23:00,0.9598864167
20120501 0:00,0.8806656842
20120501 1:00,0.8410463319
20120501 2:00,0.7616818231
20120501 3:00,0.5831566083
20120501 4:00,0.5275062004
20120501 5:00,0.5178462313
20120501 6:00,0.3859584487
20120501 7:00,0.2436693505
20120501 8:00,0.3409654577
20120501 9:00,0.4494985802
20120501 10:00,0.6493386291
20120501 11:00,0.3714100859
20120501 12:00,0.2840570073
20120501 13:00,0.2915333741
20120501 14:00,0.3084450595
20120501 15:00,0.1858847633
20120501 16:00,0.1757036052
20120501 17:00,0.3154541533
20120501 18:00,0.2596869271
20120501 19:00,0.3134682434
20120501 20:00,0.3255454513
20120501 21:00,0.5102530463
20120501 22:00,0.5155188527
20120501 23:00,0.4753243952
20120502 0:00,0.8481362999
20120502 1:00,0.8086247798
20120502 2:00,0.7253064232
20120502 3:00,0.6905844506
20120502 4:00,0.6888052191
20120502 5:00,0.6015509867
20120502 6:00,0.6232612056
20120502 7:00,0.5399338629
20120502 8:00,0.5347399446
20120502 9:00,0.6646148593
20120502 10:00,0.7173088674
20120502 11:00,0.7843355738
20120502 12:00,0.8730455411
20120502 13:00,0.8910984508
20120502 14:00,0.9001923008
20120502 15:00,0.8700981273
20120502 16:00,0.8726501564
20120502 17:00,0.7904370799
20120502 18:00,0.6160005032
20120502 19:00,0.5773426548
20120502 20:00,0.4391287157
20120502 21:00,0.2688975953
20120502 22:00,0.2337353079
20120502 23:00,0.2482926566
20120503 0:00,0.1971442436
20120503 1:00,0.3093346752
20120503 2:00,0.4213723446
20120503 3:00,0.1978181949
20120503 4:00,0.0876136731
20120503 5:00,0.0326102584
20120503 6:00,0.0363124978
20120503 7:00,0.0529006865
20120503 8:00,0.0473383415
20120503 9:00,0.0985226987
20120503 10:00,0.1373333094
20120503 11:00,0.2961342152
20120503 12:00,0.3156518457
20120503 13:00,0.2286492218
20120503 14:00,0.1536878617
20120503 15:00,0.1076524927
20120503 16:00,0.0438068366
20120503 17:00,0.010621473
20120503 18:00,0.0069461917
20120503 19:00,0.0068563315
20120503 20:00,0.0101631861
20120503 21:00,0.0157614751
20120503 22:00,0.0173250422
20120503 23:00,0.003558463
20120504 0:00,0
20120504 1:00,0
20120504 2:00,0
20120504 3:00,0.0002785666
20120504 4:00,0.0297796628
20120504 5:00,0.0287912009
20120504 6:00,0.0223482262
20120504 7:00,0.0537903023
20120504 8:00,0.0934006686
20120504 9:00,0.096132418
20120504 10:00,0.0644117753
20120504 11:00,0.0508339024
20120504 12:00,0.0345602243
20120504 13:00,0.0579328565
20120504 14:00,0.020227526
20120504 15:00,0.0199579454
20120504 16:00,0.0206139247
20120504 17:00,0.0103968225
20120504 18:00,0
20120504 19:00,0
20120504 20:00,0
20120504 21:00,0
20120504 22:00,0
20120504 23:00,0
20120505 0:00,0
20120505 1:00,0
20120505 2:00,0
20120505 3:00,0
20120505 4:00,0
20120505 5:00,0
20120505 6:00,0
20120505 7:00,0.0028665397
20120505 8:00,0.0066945832
20120505 9:00,0.0952248302
20120505 10:00,0.1289313828
20120505 11:00,0.0615362496
20120505 12:00,0
20120505 13:00,0.0301840336
20120505 14:00,0.3612918299
20120505 15:00,0.2942471514
20120505 16:00,0.3284838791
20120505 17:00,0.3326174473
20120505 18:00,0.3857967003
20120505 19:00,0.4098522699
20120505 20:00,0.2910661011
20120505 21:00,0.1481434887
20120505 22:00,0.2296556558
20120505 23:00,0.3990061464
20120506 0:00,0.5601164588
20120506 1:00,0.454467848
20120506 2:00,0.5114571726
20120506 3:00,0.5491355451
20120506 4:00,0.6909349053
20120506 5:00,0.4195841271
20120506 6:00,0.223679954
20120506 7:00,0.1486107617
20120506 8:00,0.128050753
20120506 9:00,0.1157668668
20120506 10:00,0.1747241293
20120506 11:00,0.4089626541
20120506 12:00,0.5988102512
20120506 13:00,0.8403454225
20120506 14:00,0.7291344668
20120506 15:00,0.889696632
20120506 16:00,0.9454189281
20120506 17:00,0.9658800906
20120506 18:00,0.9769149204
20120506 19:00,0.9751536609
20120506 20:00,0.9672639373
20120506 21:00,0.9692139032
20120506 22:00,0.9754052694
20120506 23:00,0.9237716114
20120507 0:00,0.8722997017
20120507 1:00,0.8822741814
20120507 2:00,0.8755346681
20120507 3:00,0.8652456777
20120507 4:00,0.8385122749
20120507 5:00,0.7543582186
20120507 6:00,0.499496783
20120507 7:00,0.3698015887
20120507 8:00,0.425613745
20120507 9:00,0.4112451026
20120507 10:00,0.5251428777
20120507 11:00,0.7890712052
20120507 12:00,0.9539197009
20120507 13:00,0.9295046907
20120507 14:00,0.89374034
20120507 15:00,0.8519373854
20120507 16:00,0.8279626901
20120507 17:00,0.8838916646
20120507 18:00,0.9180565041
20120507 19:00,0.8884475756
20120507 20:00,0.8877826103
20120507 21:00,0.9177689515
20120507 22:00,0.9795208655
20120507 23:00,0.9777685921
20120508 0:00,0.8986377197
20120508 1:00,0.7648359153
20120508 2:00,0.8186441896
20120508 3:00,0.8728119047
20120508 4:00,0.8767118364
20120508 5:00,0.8953218792
20120508 6:00,0.9045055893
20120508 7:00,0.9115685993
20120508 8:00,0.9557977787
20120508 9:00,0.9833938392
20120508 10:00,0.9864760433
20120508 11:00,0.9830164264
20120508 12:00,0.9946802775
20120508 13:00,0.9861615327
20120508 14:00,0.9866917077
20120508 15:00,0.9054760792
20120508 16:00,0.6075716186
20120508 17:00,0.5584630315
20120508 18:00,0.4880845405
20120508 19:00,0.515707559
20120508 20:00,0.3307663276
20120508 21:00,0.2083498077
20120508 22:00,0.3519913015
20120508 23:00,0.376999389
20120509 0:00,0.1883828762
20120509 1:00,0.3557204989
20120509 2:00,0.5177743431
20120509 3:00,0.28138816
20120509 4:00,0.3278908019
20120509 5:00,0.5382085475
20120509 6:00,0.6656662234
20120509 7:00,0.3748517307
20120509 8:00,0.2757359549
20120509 9:00,0.2795909565
20120509 10:00,0.2437097876
20120509 11:00,0.1743916466
20120509 12:00,0.1070773876
20120509 13:00,0.0112055641
20120509 14:00,0.0052837784
20120509 15:00,0
20120509 16:00,0.0013389166
20120509 17:00,0.0124546206
20120509 18:00,0
20120509 19:00,0
20120509 20:00,0
20120509 21:00,0
20120509 22:00,0.046044355
20120509 23:00,0.159429927
20120510 0:00,0.1995974264
20120510 1:00,0.1930196614
20120510 2:00,0.1096563747
20120510 3:00,0.0691204486
20120510 4:00,0.0944789907
20120510 5:00,0.1543078969
20120510 6:00,0.2662646921
20120510 7:00,0.3553430862
20120510 8:00,0.4380683656
20120510 9:00,0.3308921318
20120510 10:00,0.2670734337
20120510 11:00,0.1241238633
20120510 12:00,0.083498077
20120510 13:00,0.0886290931
20120510 14:00,0.0263649761
20120510 15:00,0.1741849682
20120510 16:00,0.3278908019
20120510 17:00,0.5091387801
20120510 18:00,0.5802720966
20120510 19:00,0.6408108982
20120510 20:00,0.6374770857
20120510 21:00,0.6073649402
20120510 22:00,0.6723248625
20120510 23:00,0.5114481866
20120511 0:00,0.3466266489
20120511 1:00,0.3535009525
20120511 2:00,0.2452194386
20120511 3:00,0.2885949463
20120511 4:00,0.4943837389
20120511 5:00,0.3510567557
20120511 6:00,0.264674167
20120511 7:00,0.2251267029
20120511 8:00,0.161963984
20120511 9:00,0.1307825024
20120511 10:00,0.0933826965
20120511 11:00,0.0513281334
20120511 12:00,0.0325383703
20120511 13:00,0.0148718594
20120511 14:00,0.0096869271
20120511 15:00,0.0057959815
20120511 16:00,0.0066226951
20120511 17:00,0.0032798965
20120511 18:00,0.0145753208
20120511 19:00,0.0079885698
20120511 20:00,0
20120511 21:00,0
20120511 22:00,0
20120511 23:00,0.025286654
20120512 0:00,0
20120512 1:00,0
20120512 2:00,0
20120512 3:00,0
20120512 4:00,0
20120512 5:00,0.0021296862
20120512 6:00,0.013164516
20120512 7:00,0.013173502
20120512 8:00,0.1123162359
20120512 9:00,0.3096671579
20120512 10:00,0.2762211998
20120512 11:00,0.2288199561
20120512 12:00,0.3668721469
20120512 13:00,0.2904550519
20120512 14:00,0.327926746
20120512 15:00,0.326938284
20120512 16:00,0.2451205924
20120512 17:00,0.2713597642
20120512 18:00,0.2486341253
20120512 19:00,0.2603249344
20120512 20:00,0.2883702958
20120512 21:00,0.3374788829
20120512 22:00,0.2930879551
20120512 23:00,0.2669116854
20120513 0:00,0.1389238345
20120513 1:00,0.1987527407
20120513 2:00,0.2604597247
20120513 3:00,0.2184141476
20120513 4:00,0.2428830739
20120513 5:00,0.1986808526
20120513 6:00,0.2691492038
20120513 7:00,0.3058930304
20120513 8:00,0.3374968549
20120513 9:00,0.3078609683
20120513 10:00,0.2412476187
20120513 11:00,0.3366970993
20120513 12:00,0.2959814529
20120513 13:00,0.3383774846
20120513 14:00,0.358784731
20120513 15:00,0.1818859854
20120513 16:00,0.0683476511
20120513 17:00,0.2010711333
20120513 18:00,0.2815678804
20120513 19:00,0.5791488444
20120513 20:00,0.642221703
20120513 21:00,0.7706768269
20120513 22:00,0.8528359872
20120513 23:00,0.8260756263
20120514 0:00,0.7301498868
20120514 1:00,0.449911937
20120514 2:00,0.2675496927
20120514 3:00,0.1873584702
20120514 4:00,0.07288559
20120514 5:00,0.0651306567
20120514 6:00,0.0730383523
20120514 7:00,0.1168182308
20120514 8:00,0.1716239531
20120514 9:00,0.2859979871
20120514 10:00,0.3450091657
20120514 11:00,0.5780525502
20120514 12:00,0.8187250638
20120514 13:00,0.8655242443
20120514 14:00,0.7130854391
20120514 15:00,0.5846572733
20120514 16:00,0.4311401459
20120514 17:00,0.3438859135
20120514 18:00,0.2185040078
20120514 19:00,0.2783419
20120514 20:00,0.3041856871
20120514 21:00,0.1864868265
20120514 22:00,0.1203497358
20120514 23:00,0.1802864742
20120515 0:00,0.2261690809
20120515 1:00,0.2177132382
20120515 2:00,0.1693055605
20120515 3:00,0.0745300313
20120515 4:00,0
20120515 5:00,0
20120515 6:00,0
20120515 7:00,0
20120515 8:00,0
20120515 9:00,0.0469699148
20120515 10:00,0.161460767
20120515 11:00,0.2462887747
20120515 12:00,0.2552478344
20120515 13:00,0.1617213616
20120515 14:00,0.1414309335
20120515 15:00,0.1897487509
20120515 16:00,0.2314977894
20120515 17:00,0.1656841954
20120515 18:00,0.1286528162
20120515 19:00,0.1261097732
20120515 20:00,0.0553808274
20120515 21:00,0.0317476007
20120515 22:00,0.016687035
20120515 23:00,0.042530822
20120516 0:00,0.0235343805
20120516 1:00,0.0661820208
20120516 2:00,0.0008536717
20120516 3:00,0
20120516 4:00,0
20120516 5:00,0
20120516 6:00,0
20120516 7:00,0
20120516 8:00,0
20120516 9:00,0
20120516 10:00,0
20120516 11:00,0
20120516 12:00,0
20120516 13:00,0.0755005212
20120516 14:00,0.2441860465
20120516 15:00,0.1722439884
20120516 16:00,0.1500035944
20120516 17:00,0.2212177851
20120516 18:00,0.2364670573
20120516 19:00,0.3427446893
20120516 20:00,0.161433809
20120516 21:00,0.2345440495
20120516 22:00,0.3298407678
20120516 23:00,0.3858416304
20120517 0:00,0.25609252
20120517 1:00,0.2556522052
20120517 2:00,0.3597192768
20120517 3:00,0.4995956292
20120517 4:00,0.4771755149
20120517 5:00,0.2814061321
20120517 6:00,0.1393012473
20120517 7:00,0.099681895
20120517 8:00,0.0476258941
20120517 9:00,0.072858632
20120517 10:00,0.1827216851
20120517 11:00,0.39775709
20120517 12:00,0.4219025197
20120517 13:00,0.3904874016
20120517 14:00,0.5026418892
20120517 15:00,0.6104201862
20120517 16:00,0.6643812228
20120517 17:00,0.675119514
20120517 18:00,0.6602746127
20120517 19:00,0.5437978505
20120517 20:00,0.4692857913
20120517 21:00,0.3631878797
20120517 22:00,0.2809658172
20120517 23:00,0.3530336796
20120518 0:00,0.4030768125
20120518 1:00,0.3533212322
20120518 2:00,0.3575087164
20120518 3:00,0.3941716689
20120518 4:00,0.3085978218
20120518 5:00,0.4418694511
20120518 6:00,0.5547338342
20120518 7:00,0.4626091801
20120518 8:00,0.2174975738
20120518 9:00,0.1212752956
20120518 10:00,0.0383613098
20120518 11:00,0.0734157651
20120518 12:00,0.0065148629
20120518 13:00,0
20120518 14:00,0
20120518 15:00,0
20120518 16:00,0
20120518 17:00,0
20120518 18:00,0
20120518 19:00,0
20120518 20:00,0
20120518 21:00,0.0052927645
20120518 22:00,0.0023902807
20120518 23:00,0.0041425542
20120519 0:00,0
20120519 1:00,0
20120519 2:00,0
20120519 3:00,0
20120519 4:00,0.0278925991
20120519 5:00,0.0971208799
20120519 6:00,0.1479098523
20120519 7:00,0.1082186118
20120519 8:00,0.105253226
20120519 9:00,0.0218360231
20120519 10:00,0.1112109558
20120519 11:00,0.1986718666
20120519 12:00,0.214046943
20120519 13:00,0.1935588225
20120519 14:00,0.1347722943
20120519 15:00,0.1380162467
20120519 16:00,0.1060439955
20120519 17:00,0.0910553179
20120519 18:00,0.0811257683
20120519 19:00,0.0686082456
20120519 20:00,0.0719420582
20120519 21:00,0.0562255131
20120519 22:00,0.1445670537
20120519 23:00,0.157408073
20120520 0:00,0.0825994752
20120520 1:00,0.0630548866
20120520 2:00,0.0229952194
20120520 3:00,0
20120520 4:00,0
20120520 5:00,0
20120520 6:00,0
20120520 7:00,0
20120520 8:00,0.0560098487
20120520 9:00,0.1653067826
20120520 10:00,0.0902375903
20120520 11:00,0
20120520 12:00,0
20120520 13:00,0
20120520 14:00,0
20120520 15:00,0.0265536825
20120520 16:00,0.0580227167
20120520 17:00,0.025304626
20120520 18:00,0
20120520 19:00,0.0257269688
20120520 20:00,0.0606017037
20120520 21:00,0.0863646167
20120520 22:00,0.2288648862
20120520 23:00,0.2628949355
20120521 0:00,0.1772761583
20120521 1:00,0.1986538945
20120521 2:00,0.502552029
20120521 3:00,0.618929945
20120521 4:00,0.6894881564
20120521 5:00,0.7012867977
20120521 6:00,0.6296502642
20120521 7:00,0.6231713454
20120521 8:00,0.5620394666
20120521 9:00,0.4168703497
20120521 10:00,0.2971316631
20120521 11:00,0.0582653391
20120521 12:00,0
20120521 13:00,0.0222403939
20120521 14:00,0.1292099493
20120521 15:00,0.2061212753
20120521 16:00,0.2573954926
20120521 17:00,0.2400434923
20120521 18:00,0.3745641781
20120521 19:00,0.6571384925
20120521 20:00,0.6640487402
20120521 21:00,0.7630656698
20120521 22:00,0.9555281981
20120521 23:00,0.9728801984
20120522 0:00,0.9302056001
20120522 1:00,0.8841971892
20120522 2:00,0.852233924
20120522 3:00,0.7294310054
20120522 4:00,0.6097821789
20120522 5:00,0.5419018008
20120522 6:00,0.6433090112
20120522 7:00,0.5561086949
20120522 8:00,0.4821088386
20120522 9:00,0.5516606161
20120522 10:00,0.6605711513
20120522 11:00,0.0976330829
20120522 12:00,0.1404874016
20120522 13:00,0.3874950577
20120522 14:00,0.5727238417
20120522 15:00,0.5318194889
20120522 16:00,0.6196488264
20120522 17:00,0.7622569282
20120522 18:00,0.9746504439
20120522 19:00,0.9900255203
20120522 20:00,0.9929819201
20120522 21:00,0.9950037741
20120522 22:00,0.9925595773
20120522 23:00,0.9539915891
20120523 0:00,0.9197728335
20120523 1:00,0.9021782107
20120523 2:00,0.906356709
20120523 3:00,0.9049279321
20120523 4:00,0.9230347579
20120523 5:00,0.9866917077
20120523 6:00,0.9952553826
20120523 7:00,0.9748840804
20120523 8:00,0.4177779375
20120523 9:00,0.4725836598
20120523 10:00,0.8113565292
20120523 11:00,0.6833327343
20120523 12:00,0.4066802056
20120523 13:00,0.9632921175
20120523 14:00,0.6884727364
20120523 15:00,0.3930214586
20120523 16:00,0.5847651055
20120523 17:00,0.6036627008
20120523 18:00,0.4652780274
20120523 19:00,0.4619532008
20120523 20:00,0.4958933899
20120523 21:00,0.3691096654
20120523 22:00,0.2639912296
20120523 23:00,0.1160094892
20120524 0:00,0.0185651127
20120524 1:00,0.0081862622
20120524 2:00,0.0902735344
20120524 3:00,0.0282430538
20120524 4:00,0.0277308508
20120524 5:00,0.2025807843
20120524 6:00,0.7371320226
20120524 7:00,0.892697962
20120524 8:00,0.9327486431
20120524 9:00,0.9859907983
20120524 10:00,0.9716041839
20120524 11:00,0.9954800331
20120524 12:00,0.9935839833
20120524 13:00,0.9956327954
20120524 14:00,0.9745965278
20120524 15:00,0.9396049747
20120524 16:00,0.7512580425
20120524 17:00,0.7963678516
20120524 18:00,0.8262194026
20120524 19:00,0.8892922612
20120524 20:00,0.8872254772
20120524 21:00,0.9651701952
20120524 22:00,0.8968584882
20120524 23:00,0.9280219978
20120525 0:00,0.669512239
20120525 1:00,0.4490313073
20120525 2:00,0.5036752813
20120525 3:00,0.3892203731
20120525 4:00,0.2478613278
20120525 5:00,0.3680043852
20120525 6:00,0.4796286977
20120525 7:00,0.7680978398
20120525 8:00,0.9298821034
20120525 9:00,0.7827540347
20120525 10:00,0.6227490026
20120525 11:00,0.7846141404
20120525 12:00,0.8908019122
20120525 13:00,0.9006955178
20120525 14:00,0.6626648934
20120525 15:00,0.8681301894
20120525 16:00,0.8384044427
20120525 17:00,0.863852845
20120525 18:00,0.8843140074
20120525 19:00,0.9711189389
20120525 20:00,0.9825671256
20120525 21:00,0.9557977787
20120525 22:00,0.8811509292
20120525 23:00,0.7924140038
20120526 0:00,0.5972376981
20120526 1:00,0.4825401675
20120526 2:00,0.3201448546
20120526 3:00,0.2863753999
20120526 4:00,0.2657974192
20120526 5:00,0.1727382193
20120526 6:00,0.0625247115
20120526 7:00,0.0543474354
20120526 8:00,0.0351533015
20120526 9:00,0.0224560584
20120526 10:00,0.0492883074
20120526 11:00,0.1076075626
20120526 12:00,0.0533679595
20120526 13:00,0.1546673376
20120526 14:00,0.2237877862
20120526 15:00,0.1387081701
20120526 16:00,0.1575338773
20120526 17:00,0.4322454261
20120526 18:00,0.3913949894
20120526 19:00,0.444852809
20120526 20:00,0.2065346321
20120526 21:00,0.1490510765
20120526 22:00,0.1102853959
20120526 23:00,0.4415279825
20120527 0:00,0.8812947054
20120527 1:00,0.9669584127
20120527 2:00,0.9292261242
20120527 3:00,0.7857463786
20120527 4:00,0.7201754071
20120527 5:00,0.4502983358
20120527 6:00,0.4473239639
20120527 7:00,0.3338395457
20120527 8:00,0.3411990942
20120527 9:00,0.2342475109
20120527 10:00,0.1677959096
20120527 11:00,0.3145375795
20120527 12:00,0.4982027964
20120527 13:00,0.4694385536
20120527 14:00,0.6187142806
20120527 15:00,0.6419790806
20120527 16:00,0.7876424284
20120527 17:00,0.7850095252
20120527 18:00,0.6668883218
20120527 19:00,0.6929747313
20120527 20:00,0.7991625031
20120527 21:00,0.8816451601
20120527 22:00,0.8332913986
20120527 23:00,0.7160238669
20120528 0:00,0.5869666798
20120528 1:00,0.4723859674
20120528 2:00,0.3081485209
20120528 3:00,0.1583426189
20120528 4:00,0.1271162072
20120528 5:00,0.1704467848
20120528 6:00,0.2329894684
20120528 7:00,0.2679091334
20120528 8:00,0.2633532224
20120528 9:00,0.2664444125
20120528 10:00,0.2100841091
20120528 11:00,0.0914327307
20120528 12:00,0.0893749326
20120528 13:00,0.3322849646
20120528 14:00,0.6451421588
20120528 15:00,0.8294274109
20120528 16:00,0.9218126595
20120528 17:00,0.8854732037
20120528 18:00,0.7893857158
20120528 19:00,0.6326246361
20120528 20:00,0.6891197297
20120528 21:00,0.7750350455
20120528 22:00,0.9268897595
20120528 23:00,0.8225081773
20120529 0:00,0.6455105855
20120529 1:00,0.4596258222
20120529 2:00,0.4440620395
20120529 3:00,0.3002677833
20120529 4:00,0.3028557564
20120529 5:00,0.4068239819
20120529 6:00,0.4739135905
20120529 7:00,0.5300312713
20120529 8:00,0.7384529672
20120529 9:00,0.8192552388
20120529 10:00,0.845125984
20120529 11:00,0.9454189281
20120529 12:00,0.9516552245
20120529 13:00,0.9771305848
20120529 14:00,0.989378527
20120529 15:00,0.9479439991
20120529 16:00,0.9701933791
20120529 17:00,0.9898008698
20120529 18:00,0.9350850077
20120529 19:00,0.8033230294
20120529 20:00,0.8601236476
20120529 21:00,0.9089985982
20120529 22:00,0.9278961935
20120529 23:00,0.8154811114
20120530 0:00,0.7862046655
20120530 1:00,0.7406365695
20120530 2:00,0.7078196327
20120530 3:00,0.7149545308
20120530 4:00,0.7420024442
20120530 5:00,0.7210470508
20120530 6:00,0.6600948923
20120530 7:00,0.5951709141
20120530 8:00,0.5457657884
20120530 9:00,0.6367222602
20120530 10:00,0.8175209374
20120530 11:00,0.7616728371
20120530 12:00,0.7157093562
20120530 13:00,0.820872722
20120530 14:00,0.9661316991
20120530 15:00,0.870421624
20120530 16:00,0.8857427842
20120530 17:00,0.9543330578
20120530 18:00,0.9698429244
20120530 19:00,0.9787750261
20120530 20:00,0.9850652385
20120530 21:00,0.9330182236
20120530 22:00,0.8280525502
20120530 23:00,0.6577046116
20120531 0:00,0.4241849682
20120531 1:00,0.2428561159
20120531 2:00,0.2175425039
20120531 3:00,0.1489432443
20120531 4:00,0.0336795946
20120531 5:00,0.0129039215
20120531 6:00,0.0344613781
20120531 7:00,0.165504475
20120531 8:00,0.2063549118
20120531 9:00,0.2441860465
20120531 10:00,0.2344811473
20120531 11:00,0.4573613457
20120531 12:00,0.8338754897
20120531 13:00,0.820333561
20120531 14:00,0.7749541713
20120531 15:00,0.5953955645
20120531 16:00,0.5212159879
20120531 17:00,0.347669027
20120531 18:00,0.4972143345
20120531 19:00,0.5344883361
20120531 20:00,0.573388807
20120531 21:00,0.4854606233
20120531 22:00,0.4153876568
20120531 23:00,0.2038837569
20120601 0:00,0.1758473815
20120601 1:00,0.3072858632
20120601 2:00,0.2185309658
20120601 3:00,0.2686639589
20120601 4:00,0.3690647353
20120601 5:00,0.3986736638
20120601 6:00,0.3109521584
20120601 7:00,0.2476816074
20120601 8:00,0.175119514
20120601 9:00,0.259084864
20120601 10:00,0.3881240789
20120601 11:00,0.4469285791
20120601 12:00,0.5891143381
20120601 13:00,0.6537148197
20120601 14:00,0.6146346285
20120601 15:00,0.6576327235
20120601 16:00,0.4432892419
20120601 17:00,0.3654972862
20120601 18:00,0.3693253298
20120601 19:00,0.3624420402
20120601 20:00,0.2884152259
20120601 21:00,0.4561033033
20120601 22:00,0.4900524783
20120601 23:00,0.4284623126
20120602 0:00,0.5353240358
20120602 1:00,0.5050950721
20120602 2:00,0.6499227202
20120602 3:00,0.5438517667
20120602 4:00,0.4842475109
20120602 5:00,0.502003882
20120602 6:00,0.4584756119
20120602 7:00,0.492919018
20120602 8:00,0.5431149132
20120602 9:00,0.4198986377
20120602 10:00,0.3988713562
20120602 11:00,0.5522087632
20120602 12:00,0.710021207
20120602 13:00,0.7990097408
20120602 14:00,0.7340767765
20120602 15:00,0.7607652493
20120602 16:00,0.6191456094
20120602 17:00,0.5542216311
20120602 18:00,0.523282772
20120602 19:00,0.6456184177
20120602 20:00,0.6954099421
20120602 21:00,0.6187052946
20120602 22:00,0.4906904856
20120602 23:00,0.5369774631
20120603 0:00,0.473679954
20120603 1:00,0.6135473204
20120603 2:00,0.466086769
20120603 3:00,0.2626163689
20120603 4:00,0.1617123755
20120603 5:00,0.1535620574
20120603 6:00,0.1450253406
20120603 7:00,0.1600499623
20120603 8:00,0.2781801517
20120603 9:00,0.4103824449
20120603 10:00,0.4846698537
20120603 11:00,0.4157740556
20120603 12:00,0.362846411
20120603 13:00,0.5767405916
20120603 14:00,0.8351784623
20120603 15:00,0.9314726286
20120603 16:00,0.9614769419
20120603 17:00,0.9938086338
20120603 18:00,0.9963876209
20120603 19:00,0.994419683
20120603 20:00,0.9885787714
